disease_names,where,count
USH2A-related_disorder;Retinal_dystrophy;Usher_syndrome_type_2A,center,3
USH2A-related_disorder;Retinal_dystrophy;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,center,1
USH2A-related_disorder;Retinitis_pigmentosa;Retinal_dystrophy;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,center,1
USH2A-related_disorder;Retinitis_pigmentosa;Usher_syndrome_type_2A,center,2
USH2A-related_disorder;Retinitis_pigmentosa_39,center,1
USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,center,7
USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Leber_congenital_amaurosis,center,1
USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,center,1
USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,center,1
USH2A-related_disorder;Usher_syndrome,center,2
USH2A-related_disorder;Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,center,1
USH2A-related_disorder;Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Hearing_impairment,center,1
USH2A-related_disorder;Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,center,2
USH2A-related_disorder;Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Usher_syndrome_type_1;Retinitis_pigmentosa,center,1
USH2A-related_disorder;Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy;Retinitis_pigmentosa,center,1
USH2A-related_disorder;Usher_syndrome_type_2;Retinitis_pigmentosa_39,center,1
USH2A-related_disorder;Usher_syndrome_type_2A,center,7
USH2A-related_disorder;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,center,2
USH2A-related_disorder;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy,center,1
USH2A-related_disorder;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;Rare_genetic_deafness;Retinal_dystrophy,center,1
Unilateral_deafness,center,1
Usher_syndrome,center,73
Usher_syndrome,left,1
"Usher_syndrome,_type_1M;Autosomal_recessive_nonsyndromic_hearing_loss_36",center,2
Usher_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B,center,1
Usher_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,2
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_12,center,1
"Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D;Rare_genetic_deafness",center,1
"Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types",center,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,center,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,1
"Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Rare_genetic_deafness;Hearing_loss,_autosomal_recessive",center,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,center,1
"Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Hearing_loss,_autosomal_recessive;Nonsyndromic_genetic_hearing_loss",center,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B,center,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,center,1
"Usher_syndrome;Childhood_onset_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_48;Usher_syndrome_type_1J;Hearing_loss,_autosomal_recessive",center,1
"Usher_syndrome;Febrile_seizures,_familial,_4;Usher_syndrome_type_2C;Rare_genetic_deafness",center,1
Usher_syndrome;Inborn_genetic_diseases;Retinitis_pigmentosa,center,1
"Usher_syndrome;MYO7A-related_disorder;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Hearing_loss,_autosomal_recessive",center,1
Usher_syndrome;MYO7A-related_disorder;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Rare_genetic_deafness,center,1
"Usher_syndrome;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",center,1
"Usher_syndrome;Pituitary_adenoma_5,_multiple_types;Rare_genetic_deafness;Retinal_dystrophy;Usher_syndrome_type_1;Usher_syndrome_type_1D",center,1
"Usher_syndrome;Pituitary_adenoma_5,_multiple_types;Retinal_dystrophy",center,1
"Usher_syndrome;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D;Usher_syndrome_type_1;Nonsyndromic_genetic_hearing_loss",center,1
Usher_syndrome;Rare_genetic_deafness,center,2
Usher_syndrome;Rare_genetic_deafness;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Usher_syndrome;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,center,1
Usher_syndrome;Rare_genetic_deafness;Retinal_dystrophy;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,center,1
Usher_syndrome;Rare_genetic_deafness;USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,center,1
Usher_syndrome;Retinal_dystrophy;Nonsyndromic_genetic_hearing_loss;Usher_syndrome_type_1,center,1
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39,center,1
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,center,5
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_degeneration;Retinitis_pigmentosa,center,1
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,center,6
Usher_syndrome;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;MYO7A-related_disorder,center,1
Usher_syndrome;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,center,1
Usher_syndrome;Retinal_dystrophy;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,center,1
Usher_syndrome;Retinal_dystrophy;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinitis_pigmentosa,center,2
Usher_syndrome;Retinitis_pigmentosa;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,center,1
Usher_syndrome;Retinitis_pigmentosa;Usher_syndrome_type_2;Rare_genetic_deafness;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy;USH2A-related_disorder,center,1
Usher_syndrome;Retinitis_pigmentosa;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,center,1
Usher_syndrome;Retinitis_pigmentosa_39,center,3
Usher_syndrome;Retinitis_pigmentosa_39;Rare_genetic_deafness;Usher_syndrome_type_2A;Retinal_dystrophy,center,1
Usher_syndrome;Retinitis_pigmentosa_39;Retinal_dystrophy,center,1
Usher_syndrome;Retinitis_pigmentosa_39;USH2A-related_disorder;Usher_syndrome_type_2A,center,1
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,center,5
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Cone-rod_dystrophy,center,1
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,center,8
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy;Rare_genetic_deafness,center,1
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,center,1
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;USH2A-related_disorder;Retinitis_pigmentosa,center,1
Usher_syndrome;USH2A-related_disorder,center,2
Usher_syndrome;USH2A-related_disorder;Inborn_genetic_diseases;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa;Autosomal_recessive_retinitis_pigmentosa;See_cases;Ear_malformation,center,1
Usher_syndrome;USH2A-related_disorder;Retinal_dystrophy;Rare_genetic_deafness;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,center,1
Usher_syndrome;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,center,1
Usher_syndrome;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,center,5
Usher_syndrome;USH2A-related_disorder;Retinitis_pigmentosa;Usher_syndrome_type_2A,center,1
Usher_syndrome;USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2;Usher_syndrome_type_2A,center,1
Usher_syndrome;USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,center,1
Usher_syndrome;Usher_syndrome_type_1,center,4
"Usher_syndrome;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",center,1
Usher_syndrome;Usher_syndrome_type_2A,center,6
Usher_syndrome;Usher_syndrome_type_2A;Joubert_syndrome;Congenital_cerebellar_hypoplasia;Cerebellar_hemisphere_hypoplasia;Congenital_sensorineural_hearing_impairment;Hypoplasia_of_the_brainstem;Amblyopia;Delayed_speech_and_language_development;Motor_delay;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa;Retinitis_pigmentosa_39,center,1
Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,center,6
Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Bardet-Biedl_syndrome;Retinitis_pigmentosa,center,1
Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinitis_pigmentosa,center,1
Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa;Cone-rod_dystrophy_3,center,1
Usher_syndrome_type_1,center,706
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,33
"Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Deafness;Hearing_loss,_autosomal_recessive",center,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Hearing_impairment,center,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Inborn_genetic_diseases,center,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Rare_genetic_deafness,center,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Retinal_dystrophy,center,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Retinal_dystrophy,center,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,8
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12,center,2
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Usher_syndrome_type_1D,center,2
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Usher_syndrome_type_1D;Inborn_genetic_diseases,center,1
"Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Usher_syndrome",center,1
"Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D",center,2
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,center,30
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Inborn_genetic_diseases,center,1
"Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types",center,4
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,9
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_23,center,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F,center,4
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,32
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome,center,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome;Usher_syndrome_type_1B,center,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,center,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Inborn_genetic_diseases,center,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Inborn_genetic_diseases,center,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Rare_genetic_deafness;Usher_syndrome_type_1B,center,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Retinal_dystrophy;Rare_genetic_deafness;Usher_syndrome;Usher_syndrome_type_1B,center,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome,center,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,center,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome;Retinal_dystrophy;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,center,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,center,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Inborn_genetic_diseases,center,1
Usher_syndrome_type_1;CDH23-related_disorder,center,19
Usher_syndrome_type_1;CDH23-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,center,1
Usher_syndrome_type_1;Cone-rod_dystrophy,center,2
Usher_syndrome_type_1;Hearing_impairment,center,2
"Usher_syndrome_type_1;Hearing_loss,_autosomal_recessive",center,1
Usher_syndrome_type_1;Inborn_genetic_diseases,center,38
Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Retinal_dystrophy,center,1
"Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D",center,1
Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,center,1
Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F,center,1
"Usher_syndrome_type_1;Inborn_genetic_diseases;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",center,1
Usher_syndrome_type_1;MYO7A-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Usher_syndrome_type_1;MYO7A-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,center,1
Usher_syndrome_type_1;Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,center,1
Usher_syndrome_type_1;Optic_atrophy,center,2
Usher_syndrome_type_1;PCDH15-related_disorder;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1D,center,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types",center,5
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D",center,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;CDH23-related_disorder;Rare_genetic_deafness",center,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Inborn_genetic_diseases",center,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Rare_genetic_deafness",center,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Retinal_dystrophy",center,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D",center,2
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome;Hearing_loss,_autosomal_recessive",center,1
Usher_syndrome_type_1;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Usher_syndrome_type_1;Rare_genetic_deafness;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,center,1
Usher_syndrome_type_1;Rare_genetic_deafness;Usher_syndrome,center,1
Usher_syndrome_type_1;Retinal_dystrophy,center,3
Usher_syndrome_type_1;Retinal_dystrophy;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Usher_syndrome_type_1;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,center,1
Usher_syndrome_type_1;Retinal_dystrophy;Rare_genetic_deafness,center,1
Usher_syndrome_type_1;Retinitis_pigmentosa-deafness_syndrome;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,center,1
Usher_syndrome_type_1;Usher_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Usher_syndrome_type_1;Usher_syndrome;Retinal_dystrophy,center,1
Usher_syndrome_type_1;Usher_syndrome_type_1B,center,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Retinal_dystrophy,center,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,6
Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;MYO7A-related_disorder,center,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Rare_genetic_deafness;MYO7A-related_disorder,center,1
Usher_syndrome_type_1;Usher_syndrome_type_1D,center,3
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,center,22
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder,center,1
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Inborn_genetic_diseases,center,1
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Hearing_impairment;Intellectual_disability,center,1
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases;Pituitary_adenoma_5,_multiple_types",center,1
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types",center,6
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Inborn_genetic_diseases",center,2
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F,center,1
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",center,3
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Retinal_dystrophy",center,1
Usher_syndrome_type_1;Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23,center,1
Usher_syndrome_type_1;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23,center,1
Usher_syndrome_type_1;Usher_syndrome_type_1F;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23,center,1
Usher_syndrome_type_1B,center,388
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,4
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;MYO7A-related_disorder;Usher_syndrome_type_1,center,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,center,9
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases,center,2
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;MYO7A-related_disorder,center,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Rare_genetic_deafness,center,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Inborn_genetic_diseases,center,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;See_cases;Rare_genetic_deafness,center,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,3
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1,center,4
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Inborn_genetic_diseases,center,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Nonsyndromic_genetic_hearing_loss,center,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome,center,2
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,center,4
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,7
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Rare_genetic_deafness,center,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases,center,2
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Meniere_disease;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,1
"Usher_syndrome_type_1B;Deafness;Hearing_loss,_autosomal_recessive",center,1
Usher_syndrome_type_1B;Inborn_genetic_diseases,center,19
Usher_syndrome_type_1B;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,center,1
Usher_syndrome_type_1B;Inborn_genetic_diseases;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome;MYO7A-related_disorder;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,1
Usher_syndrome_type_1B;MYO7A-related_disorder,center,15
Usher_syndrome_type_1B;Meniere_disease;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;MYO7A-related_disorder,center,1
Usher_syndrome_type_1B;Rare_genetic_deafness;Hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_2;Hereditary_breast_ovarian_cancer_syndrome;MYO7A-related_disorder;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,1
