disease_names,mut_type,count
"Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Hearing_loss,_autosomal_recessive;Usher_syndrome;Deafness",SNP,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Inborn_genetic_diseases,SNP,23
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Inborn_genetic_diseases;Retinal_dystrophy,SNP,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Inborn_genetic_diseases;Retinal_dystrophy;Retinitis_pigmentosa,SNP,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Inborn_genetic_diseases;Retinitis_pigmentosa,SNP,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Leber_congenital_amaurosis,SNP,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Rare_genetic_deafness,DEL,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Rare_genetic_deafness;Retinal_dystrophy,DEL,2
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Rare_genetic_deafness;Retinal_dystrophy;Retinitis_pigmentosa,SNP,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,SNP,43
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,DEL,4
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,INS,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy;Inborn_genetic_diseases,SNP,4
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy;Rare_genetic_deafness,SNP,3
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy;Rare_genetic_deafness;Retinitis_pigmentosa;Usher_syndrome,SNP,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy;Rare_genetic_deafness;USH2A-related_disorder,SNP,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa,SNP,2
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy;Usher_syndrome;USH2A-related_disorder,DEL,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,SNP,9
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,DEL,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa;Retinal_dystrophy,SNP,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;USH2A-related_disorder,DEL,2
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;USH2A-related_disorder,INS,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;USH2A-related_disorder,SNP,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;USH2A-related_disorder;Retinal_dystrophy,SNP,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Usher_syndrome,SNP,5
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Usher_syndrome,INS,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Usher_syndrome;Retinal_dystrophy,SNP,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Usher_syndrome;USH2A-related_disorder;Retinal_dystrophy,SNP,1
Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Usher_syndrome_type_2,SNP,1
"Retinitis_pigmentosa_3;RPGR-related_retinopathy;Primary_ciliary_dyskinesia;RPGR-related_disorder;Retinal_dystrophy;X-linked_cone-rod_dystrophy_1;Retinitis_pigmentosa,_X-linked,_and_sinorespiratory_infections,_with_or_without_deafness;Macular_degeneration,_X-linked_atrophic;Retinitis_pigmentosa",DEL,1
"Retinitis_pigmentosa_3;Retinitis_pigmentosa,_X-linked,_and_sinorespiratory_infections,_with_or_without_deafness;X-linked_cone-rod_dystrophy_1;Macular_degeneration,_X-linked_atrophic;Primary_ciliary_dyskinesia",SNP,1
"Retinitis_pigmentosa_3;X-linked_cone-rod_dystrophy_1;Retinitis_pigmentosa,_X-linked,_and_sinorespiratory_infections,_with_or_without_deafness;Macular_degeneration,_X-linked_atrophic",SNP,1
Retinitis_pigmentosa_61;Usher_syndrome_type_3A;Rare_genetic_deafness;Usher_syndrome_type_3;CLRN1-related_disorder;Retinitis_pigmentosa,SNP,1
Retinitis_pigmentosa_61;Usher_syndrome_type_3A;Retinitis_pigmentosa;Usher_syndrome_type_3;Hearing_impairment,SNP,1
"Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;Mitochondrial_DNA_depletion_syndrome_8a;Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5",SNP,13
"Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;Mitochondrial_DNA_depletion_syndrome_8a;Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5",DEL,2
"Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;Mitochondrial_DNA_depletion_syndrome_8a;Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5;Inborn_genetic_diseases",SNP,1
"Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;Mitochondrial_DNA_depletion_syndrome_8a;Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5;RRM2B-related_disorder",SNP,1
"Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5;Mitochondrial_DNA_depletion_syndrome_8a",SNP,2
"Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5;Mitochondrial_DNA_depletion_syndrome_8a;Inborn_genetic_diseases",SNP,1
"Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;Sensorineural_hearing_loss_disorder;Adult_Fanconi_syndrome;Rod-cone_dystrophy",SNP,1
"SERAC1-related_disorder;3-methylglutaconic_aciduria_with_deafness,_encephalopathy,_and_Leigh-like_syndrome",DEL,1
"SERAC1-related_disorder;3-methylglutaconic_aciduria_with_deafness,_encephalopathy,_and_Leigh-like_syndrome",SNP,1
SERPINB6-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_91,SNP,1
SIX1-related_disorder;Branchiootic_syndrome_3;Autosomal_dominant_nonsyndromic_hearing_loss_23;Branchiootic_syndrome;Branchiootorenal_syndrome_1,SNP,1
SLC17A8-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_25,SNP,3
"SLC17A8-related_disorder;Nonsyndromic_Hearing_Loss,_Dominant",DEL,1
"SLC19A2-related_disorder;Thiamine-responsive_megaloblastic_anemia;Megaloblastic_anemia,_thiamine-responsive,_with_diabetes_mellitus_and_sensorineural_deafness",SNP,1
SLC26A4-related_disorder,SNP,9
SLC26A4-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_4,DEL,1
SLC26A4-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome,SNP,2
SLC26A4-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome;Nonsyndromic_genetic_hearing_loss,SNP,1
SLC26A4-related_disorder;Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome,SNP,1
SLC26A4-related_disorder;Pendred_syndrome,SNP,4
SLC26A4-related_disorder;Pendred_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_4,SNP,2
SLC26A4-related_disorder;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome,SNP,4
SLC26A4-related_disorder;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome;Hearing_impairment;Ear_malformation,SNP,1
"SLC26A4-related_disorder;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome;Hearing_loss,_autosomal_recessive",SNP,1
SLC26A4-related_disorder;Rare_genetic_deafness;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome;Hearing_impairment,SNP,1
SLC26A4-related_disorder;Rare_genetic_deafness;Pendred_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_4,SNP,4
SLC26A4-related_disorder;Rare_genetic_deafness;Pendred_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_4;Hearing_impairment,SNP,1
SLC4A11-related_disorder;Corneal_dystrophy-perceptive_deafness_syndrome,SNP,4
"SLC4A11-related_disorder;Corneal_dystrophy-perceptive_deafness_syndrome;Congenital_hereditary_endothelial_dystrophy_of_cornea;Corneal_dystrophy,_Fuchs_endothelial,_4",SNP,1
SLC4A11-related_disorder;Corneal_dystrophy-perceptive_deafness_syndrome;Corneal_dystrophy,SNP,1
SLC4A11-related_disorder;Corneal_dystrophy;Corneal_dystrophy-perceptive_deafness_syndrome,SNP,1
SLC4A11-related_disorder;Corneal_dystrophy;Posterior_polymorphous_corneal_dystrophy_1;Corneal_dystrophy-perceptive_deafness_syndrome,SNP,1
SLITRK6-related_disorder;High_myopia-sensorineural_deafness_syndrome,SNP,1
SLITRK6-related_disorder;Inborn_genetic_diseases;High_myopia-sensorineural_deafness_syndrome,SNP,1
STRC-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_16,SNP,3
STRC-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_16;Deafness-infertility_syndrome;Spermatogenic_failure_7,SNP,1
STRC-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_16;Rare_genetic_deafness,SNP,2
STRC-related_disorder;Rare_genetic_deafness,SNP,2
STRC-related_disorder;Spermatogenic_failure_7;Autosomal_recessive_nonsyndromic_hearing_loss_16;Deafness-infertility_syndrome,SNP,1
See_cases,SNP,3
See_cases;Retinitis_pigmentosa_39,SNP,1
See_cases;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy,SNP,1
"Seizures,_Sensorineural_Deafness,_Ataxia,_Intellectual_Disability,_and_Electrolyte_Imbalance_Syndrome;Nonsyndromic_Hearing_Loss,_Mixed;Pendred_syndrome",DEL,5
"Seizures,_Sensorineural_Deafness,_Ataxia,_Intellectual_Disability,_and_Electrolyte_Imbalance_Syndrome;Nonsyndromic_Hearing_Loss,_Mixed;Pendred_syndrome",INS,2
"Seizures,_Sensorineural_Deafness,_Ataxia,_Intellectual_Disability,_and_Electrolyte_Imbalance_Syndrome;Nonsyndromic_Hearing_Loss,_Mixed;Pendred_syndrome",SNP,2
Sensorineural_hearing_loss_disorder,SNP,10
Sensorineural_hearing_loss_disorder,DEL,1
Sensorineural_hearing_loss_disorder,INS,1
Sensorineural_hearing_loss_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_30,DEL,1
Sensorineural_hearing_loss_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_39,DEL,1
Sensorineural_hearing_loss_disorder;Peripheral_neuropathy;EMG_abnormality;Peripheral_axonal_neuropathy;EMG:_axonal_abnormality;Motor_polyneuropathy;Impaired_vibration_sensation_in_the_lower_limbs;Progressive_sensorineural_hearing_impairment,SNP,1
"Sensorineural_hearing_loss_disorder;Renal_tubular_acidosis,_distal,_3,_with_or_without_sensorineural_hearing_loss",DEL,1
Sensorineural_hearing_loss_disorder;Retinal_dystrophy,SNP,1
"Severe_X-linked_mitochondrial_encephalomyopathy;Charcot-Marie-Tooth_Neuropathy_X;Combined_oxidative_phosphorylation_deficiency;Deafness,_X-linked_5;Spondyloepimetaphyseal_dysplasia,_Bieganski_type;Charcot-Marie-Tooth_disease",SNP,1
"Severe_X-linked_mitochondrial_encephalomyopathy;Charcot-Marie-Tooth_disease_X-linked_recessive_4;Deafness,_X-linked_5;Spondyloepimetaphyseal_dysplasia,_Bieganski_type;Charcot-Marie-Tooth_Neuropathy_X;Combined_oxidative_phosphorylation_deficiency;Charcot-Marie-Tooth_disease",SNP,1
"Severe_X-linked_mitochondrial_encephalomyopathy;Inborn_genetic_diseases;Charcot-Marie-Tooth_disease_X-linked_recessive_4;Deafness,_X-linked_5;Spondyloepimetaphyseal_dysplasia,_Bieganski_type;Charcot-Marie-Tooth_Neuropathy_X;Combined_oxidative_phosphorylation_deficiency",SNP,1
Severe_motor_and_intellectual_disabilities-sensorineural_deafness-dystonia_syndrome,SNP,10
Severe_motor_and_intellectual_disabilities-sensorineural_deafness-dystonia_syndrome,DEL,2
Severe_motor_and_intellectual_disabilities-sensorineural_deafness-dystonia_syndrome;Inborn_genetic_diseases,DEL,1
Sinoatrial_node_dysfunction_and_deafness,SNP,19
Sinoatrial_node_dysfunction_and_deafness,DEL,2
Sinoatrial_node_dysfunction_and_deafness,INS,1
Sinoatrial_node_dysfunction_and_deafness;Aldosterone-producing_adenoma_with_seizures_and_neurological_abnormalities,SNP,16
Sinoatrial_node_dysfunction_and_deafness;Aldosterone-producing_adenoma_with_seizures_and_neurological_abnormalities,DEL,1
Sinoatrial_node_dysfunction_and_deafness;Aldosterone-producing_adenoma_with_seizures_and_neurological_abnormalities;CACNA1D-related_disorder,SNP,2
Sinoatrial_node_dysfunction_and_deafness;Inborn_genetic_diseases,SNP,1
Spermatogenic_failure_7;Autosomal_recessive_nonsyndromic_hearing_loss_16;Deafness-infertility_syndrome;Inborn_genetic_diseases,SNP,2
Spermatogenic_failure_7;Deafness-infertility_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_16,SNP,1
Spinocerebellar_ataxia_type_25;Combined_oxidative_phosphorylation_defect_type_13;Autosomal_recessive_nonsyndromic_hearing_loss_70,SNP,3
Spinocerebellar_ataxia_type_25;Combined_oxidative_phosphorylation_defect_type_13;Autosomal_recessive_nonsyndromic_hearing_loss_70;Inborn_genetic_diseases,SNP,1
Spinocerebellar_ataxia_type_25;Neurodevelopmental_disorder;Inborn_genetic_diseases;Combined_oxidative_phosphorylation_defect_type_13;Autosomal_recessive_nonsyndromic_hearing_loss_70,SNP,1
Spinocerebellar_ataxia_type_25;PNPT1-related_disorder;Inborn_genetic_diseases;Combined_oxidative_phosphorylation_defect_type_13;Autosomal_recessive_nonsyndromic_hearing_loss_70,SNP,1
"Stickler_Syndrome,_Dominant;Fibrochondrogenesis_2;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant",SNP,1
"Stickler_Syndrome,_Dominant;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant",SNP,1
"Stickler_Syndrome,_Dominant;Inborn_genetic_diseases;Nonsyndromic_Hearing_Loss,_Dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_1",SNP,1
"Stickler_Syndrome,_Dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Autosomal_dominant_nonsyndromic_hearing_loss_13",SNP,1
Stickler_syndrome;Usher_syndrome_type_1,SNP,1
"Stickler_syndrome_type_2;Connective_tissue_disorder;Fibrochondrogenesis_1;Marshall_syndrome;Hearing_loss,_autosomal_dominant_37;Intervertebral_disc_disorder",SNP,1
"Stickler_syndrome_type_2;Fibrochondrogenesis_1;Hearing_loss,_autosomal_dominant_37;Marshall_syndrome;Intervertebral_disc_disorder",SNP,1
"Stickler_syndrome_type_2;Fibrochondrogenesis_1;Intervertebral_disc_disorder;Marshall_syndrome;Hearing_loss,_autosomal_dominant_37",SNP,1
"Stickler_syndrome_type_2;Fibrochondrogenesis_1;Marshall_syndrome;Hearing_loss,_autosomal_dominant_37;Intervertebral_disc_disorder",SNP,1
"Stickler_syndrome_type_2;Hearing_loss,_autosomal_dominant_37;Intervertebral_disc_disorder;Fibrochondrogenesis_1;Marshall_syndrome;COL11A1-related_disorder",SNP,1
"Stickler_syndrome_type_2;Hearing_loss,_autosomal_dominant_37;Marshall_syndrome",SNP,1
"Stickler_syndrome_type_2;Hearing_loss,_autosomal_dominant_37;Marshall_syndrome;Fibrochondrogenesis_1;Intervertebral_disc_disorder",SNP,2
"Stickler_syndrome_type_2;Intervertebral_disc_disorder;Hearing_loss,_autosomal_dominant_37;Marshall_syndrome;Fibrochondrogenesis_1",SNP,1
"Stickler_syndrome_type_2;Intervertebral_disc_disorder;Hearing_loss,_autosomal_dominant_37;Marshall_syndrome;Fibrochondrogenesis_1;COL11A1-related_disorder;Inborn_genetic_diseases;Connective_tissue_disorder",SNP,1
"Stickler_syndrome_type_2;Intervertebral_disc_disorder;Marshall_syndrome;Hearing_loss,_autosomal_dominant_37;Fibrochondrogenesis_1",SNP,1
"Stickler_syndrome_type_2;Marshall_syndrome;Hearing_loss,_autosomal_dominant_37;COL11A1-related_disorder",SNP,1
"Stickler_syndrome_type_2;Marshall_syndrome;Hearing_loss,_autosomal_dominant_37;Fibrochondrogenesis_1",DEL,1
"Stickler_syndrome_type_2;Marshall_syndrome;Hearing_loss,_autosomal_dominant_37;Fibrochondrogenesis_1",INS,1
TECTA-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;Hearing_impairment,SNP,1
TECTA-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_21;Autosomal_dominant_nonsyndromic_hearing_loss_12,SNP,1
TECTA-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_21;Autosomal_dominant_nonsyndromic_hearing_loss_12;Nonsyndromic_genetic_hearing_loss,SNP,1
TECTA-related_disorder;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_21;Autosomal_dominant_nonsyndromic_hearing_loss_12,SNP,1
TECTA-related_disorder;Nonsyndromic_genetic_hearing_loss,SNP,1
TMC1-related_disorder,SNP,12
TMC1-related_disorder,DEL,1
TMC1-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_7;Autosomal_dominant_nonsyndromic_hearing_loss_36,SNP,1
TMPRSS3-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_8,SNP,4
TMPRSS3-related_disorder;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_8,SNP,1
TMPRSS3-related_disorder;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_8,SNP,1
TRIOBP-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_28,SNP,9
TRIOBP-related_disorder;Deafness;Autosomal_recessive_nonsyndromic_hearing_loss_28,SNP,1
TRIOBP-related_disorder;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_28,SNP,1
TRMU-related_disorder;Acute_infantile_liver_failure_due_to_synthesis_defect_of_mtDNA-encoded_proteins;Aminoglycoside-induced_deafness,SNP,1
TRMU-related_disorder;Aminoglycoside-induced_deafness;Acute_infantile_liver_failure_due_to_synthesis_defect_of_mtDNA-encoded_proteins,SNP,1
TSPEAR-related_disorder,SNP,24
TSPEAR-related_disorder,DEL,3
TSPEAR-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_98,SNP,1
TSPEAR-related_disorder;Inborn_genetic_diseases,SNP,1
"Tetralogy_of_Fallot;Alagille_syndrome_due_to_a_JAG1_point_mutation;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon",SNP,3
"Tetralogy_of_Fallot;Alagille_syndrome_due_to_a_JAG1_point_mutation;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon",DEL,1
"Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Alagille_syndrome_due_to_a_JAG1_point_mutation;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon",SNP,1
"Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation",SNP,2
"Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation",DEL,1
"Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Isolated_Nonsyndromic_Congenital_Heart_Disease;Cardiovascular_phenotype",SNP,1
"Tetralogy_of_Fallot;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Cardiovascular_phenotype",SNP,1
"Tetralogy_of_Fallot;Isolated_Nonsyndromic_Congenital_Heart_Disease;JAG1-related_disorder;Alagille_syndrome_due_to_a_JAG1_point_mutation;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Cardiovascular_phenotype",SNP,1
"Thiamine-responsive_megaloblastic_anemia;Megaloblastic_anemia,_thiamine-responsive,_with_diabetes_mellitus_and_sensorineural_deafness",SNP,12
"Thiamine-responsive_megaloblastic_anemia;Megaloblastic_anemia,_thiamine-responsive,_with_diabetes_mellitus_and_sensorineural_deafness",DEL,3
"Thiamine-responsive_megaloblastic_anemia;Megaloblastic_anemia,_thiamine-responsive,_with_diabetes_mellitus_and_sensorineural_deafness",INS,2
"Tooth_agenesis,_selective,_10;Autosomal_recessive_nonsyndromic_hearing_loss_98;Ectodermal_dysplasia_14,_hair/tooth_type_with_or_without_hypohidrosis",SNP,2
"Tooth_agenesis,_selective,_10;Autosomal_recessive_nonsyndromic_hearing_loss_98;Ectodermal_dysplasia_14,_hair/tooth_type_with_or_without_hypohidrosis",DEL,1
"Tooth_agenesis,_selective,_10;Autosomal_recessive_nonsyndromic_hearing_loss_98;Ectodermal_dysplasia_14,_hair/tooth_type_with_or_without_hypohidrosis",OTHER,1
Tricho-oculo-dermo-vertebral_syndrome,SNP,4
Type_2_diabetes_mellitus;Wolfram-like_syndrome;Cataract_41;Autosomal_dominant_nonsyndromic_hearing_loss_6;Wolfram_syndrome_1,SNP,1
Type_2_diabetes_mellitus;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Cataract_41;Wolfram-like_syndrome,DEL,1
Type_2_diabetes_mellitus;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Cataract_41;Wolfram-like_syndrome,SNP,1
Type_2_diabetes_mellitus;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Cataract_41;Wolfram-like_syndrome;WFS1-Related_Spectrum_Disorders,SNP,1
Type_2_diabetes_mellitus;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Wolfram-like_syndrome;Cataract_41,SNP,4
Type_2_diabetes_mellitus;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Wolfram-like_syndrome;Cataract_41,DEL,1
Type_2_diabetes_mellitus;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Wolfram-like_syndrome;Cataract_41,INS,1
USH1C-related_disorder;Rare_genetic_deafness;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_18A;Usher_syndrome_type_1C;Usher_syndrome,SNP,1
USH2A-related_disorder,SNP,33
USH2A-related_disorder,DEL,12
USH2A-related_disorder,INS,5
USH2A-related_disorder;Hearing_impairment;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,SNP,1
USH2A-related_disorder;Inborn_genetic_diseases,SNP,1
USH2A-related_disorder;Inborn_genetic_diseases;Retinal_dystrophy;Usher_syndrome_type_2A,SNP,1
USH2A-related_disorder;Retinal_dystrophy,SNP,3
USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Usher_syndrome,DEL,1
USH2A-related_disorder;Retinal_dystrophy;Usher_syndrome_type_2A,SNP,3
USH2A-related_disorder;Retinal_dystrophy;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,INS,1
USH2A-related_disorder;Retinitis_pigmentosa;Retinal_dystrophy;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,SNP,1
USH2A-related_disorder;Retinitis_pigmentosa;Usher_syndrome_type_2A,SNP,2
USH2A-related_disorder;Retinitis_pigmentosa_39,SNP,1
USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,SNP,7
USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Leber_congenital_amaurosis,SNP,1
USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,SNP,1
USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,SNP,1
USH2A-related_disorder;Usher_syndrome,SNP,2
USH2A-related_disorder;Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,SNP,1
USH2A-related_disorder;Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Hearing_impairment,SNP,1
USH2A-related_disorder;Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,SNP,2
USH2A-related_disorder;Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Usher_syndrome_type_1;Retinitis_pigmentosa,SNP,1
USH2A-related_disorder;Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy;Retinitis_pigmentosa,SNP,1
USH2A-related_disorder;Usher_syndrome_type_2;Retinitis_pigmentosa_39,SNP,1
USH2A-related_disorder;Usher_syndrome_type_2A,SNP,7
USH2A-related_disorder;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,SNP,2
USH2A-related_disorder;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy,SNP,1
USH2A-related_disorder;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;Rare_genetic_deafness;Retinal_dystrophy,SNP,1
Unilateral_deafness,SNP,1
Usher_syndrome,SNP,40
Usher_syndrome,DEL,18
Usher_syndrome,INS,16
"Usher_syndrome,_type_1M;Autosomal_recessive_nonsyndromic_hearing_loss_36",SNP,2
Usher_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B,SNP,1
Usher_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,2
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_12,SNP,1
"Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D;Rare_genetic_deafness",INS,1
"Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types",SNP,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
