disease_names,tt,count
"Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types",transition,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2,transversion,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,transition,1
"Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Rare_genetic_deafness;Hearing_loss,_autosomal_recessive",transversion,1
"Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Hearing_loss,_autosomal_recessive;Nonsyndromic_genetic_hearing_loss",transition,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B,transition,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,transition,1
"Usher_syndrome;Childhood_onset_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_48;Usher_syndrome_type_1J;Hearing_loss,_autosomal_recessive",transition,1
"Usher_syndrome;Febrile_seizures,_familial,_4;Usher_syndrome_type_2C;Rare_genetic_deafness",transition,1
Usher_syndrome;Inborn_genetic_diseases;Retinitis_pigmentosa,transition,1
Usher_syndrome;MYO7A-related_disorder;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Rare_genetic_deafness,transversion,1
"Usher_syndrome;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",transition,1
"Usher_syndrome;Pituitary_adenoma_5,_multiple_types;Rare_genetic_deafness;Retinal_dystrophy;Usher_syndrome_type_1;Usher_syndrome_type_1D",transition,1
"Usher_syndrome;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D;Usher_syndrome_type_1;Nonsyndromic_genetic_hearing_loss",transition,1
Usher_syndrome;Rare_genetic_deafness,transition,1
Usher_syndrome;Rare_genetic_deafness;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Usher_syndrome;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,transition,1
Usher_syndrome;Rare_genetic_deafness;Retinal_dystrophy;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,transversion,1
Usher_syndrome;Rare_genetic_deafness;USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,transition,1
Usher_syndrome;Retinal_dystrophy;Nonsyndromic_genetic_hearing_loss;Usher_syndrome_type_1,transversion,1
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39,transition,1
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,transversion,3
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,transition,2
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_degeneration;Retinitis_pigmentosa,transversion,1
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,transition,4
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,transversion,1
Usher_syndrome;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;MYO7A-related_disorder,transition,1
Usher_syndrome;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,transition,1
Usher_syndrome;Retinal_dystrophy;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,transition,1
Usher_syndrome;Retinal_dystrophy;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinitis_pigmentosa,transition,2
Usher_syndrome;Retinitis_pigmentosa;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,transversion,1
Usher_syndrome;Retinitis_pigmentosa;Usher_syndrome_type_2;Rare_genetic_deafness;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy;USH2A-related_disorder,transition,1
Usher_syndrome;Retinitis_pigmentosa;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,transition,1
Usher_syndrome;Retinitis_pigmentosa_39,transition,1
Usher_syndrome;Retinitis_pigmentosa_39;Retinal_dystrophy,transversion,1
Usher_syndrome;Retinitis_pigmentosa_39;USH2A-related_disorder;Usher_syndrome_type_2A,transversion,1
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,transition,2
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,transversion,1
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Cone-rod_dystrophy,transition,1
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,transition,4
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,transversion,2
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy;Rare_genetic_deafness,transition,1
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,transversion,1
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;USH2A-related_disorder;Retinitis_pigmentosa,transition,1
Usher_syndrome;USH2A-related_disorder,transversion,2
Usher_syndrome;USH2A-related_disorder;Inborn_genetic_diseases;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa;Autosomal_recessive_retinitis_pigmentosa;See_cases;Ear_malformation,transversion,1
Usher_syndrome;USH2A-related_disorder;Retinal_dystrophy;Rare_genetic_deafness;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,transition,1
Usher_syndrome;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,transition,1
Usher_syndrome;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,transition,5
Usher_syndrome;USH2A-related_disorder;Retinitis_pigmentosa;Usher_syndrome_type_2A,transition,1
Usher_syndrome;USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,transition,1
Usher_syndrome;Usher_syndrome_type_1,transition,3
Usher_syndrome;Usher_syndrome_type_1,transversion,1
"Usher_syndrome;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",transition,1
Usher_syndrome;Usher_syndrome_type_2A,transition,3
Usher_syndrome;Usher_syndrome_type_2A,transversion,1
Usher_syndrome;Usher_syndrome_type_2A;Joubert_syndrome;Congenital_cerebellar_hypoplasia;Cerebellar_hemisphere_hypoplasia;Congenital_sensorineural_hearing_impairment;Hypoplasia_of_the_brainstem;Amblyopia;Delayed_speech_and_language_development;Motor_delay;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa;Retinitis_pigmentosa_39,transition,1
Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,transition,5
Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,transversion,1
Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Bardet-Biedl_syndrome;Retinitis_pigmentosa,transition,1
Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinitis_pigmentosa,transition,1
Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa;Cone-rod_dystrophy_3,transversion,1
Usher_syndrome_type_1,transition,427
Usher_syndrome_type_1,transversion,229
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,22
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,transversion,9
"Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Deafness;Hearing_loss,_autosomal_recessive",transversion,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Hearing_impairment,transition,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Inborn_genetic_diseases,transition,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Rare_genetic_deafness,transition,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Retinal_dystrophy,transversion,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Retinal_dystrophy,transition,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,7
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,transversion,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12,transition,2
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Usher_syndrome_type_1D,transition,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Usher_syndrome_type_1D,transversion,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Usher_syndrome_type_1D;Inborn_genetic_diseases,transition,1
"Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Usher_syndrome",transition,1
"Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D",transversion,2
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,transition,29
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,transversion,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Inborn_genetic_diseases,transition,1
"Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types",transition,3
"Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types",transversion,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,7
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,transversion,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_23,transition,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F,transition,3
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F,transversion,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,transition,15
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,transversion,6
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome,transition,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome;Usher_syndrome_type_1B,transition,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,transition,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Inborn_genetic_diseases,transversion,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Inborn_genetic_diseases,transition,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Rare_genetic_deafness;Usher_syndrome_type_1B,transition,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Retinal_dystrophy;Rare_genetic_deafness;Usher_syndrome;Usher_syndrome_type_1B,transition,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome,transition,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,transition,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome;Retinal_dystrophy;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,transition,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,transition,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Inborn_genetic_diseases,transition,1
Usher_syndrome_type_1;CDH23-related_disorder,transition,14
Usher_syndrome_type_1;CDH23-related_disorder,transversion,5
Usher_syndrome_type_1;CDH23-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,transition,1
Usher_syndrome_type_1;Cone-rod_dystrophy,transition,1
Usher_syndrome_type_1;Cone-rod_dystrophy,transversion,1
Usher_syndrome_type_1;Hearing_impairment,transition,2
"Usher_syndrome_type_1;Hearing_loss,_autosomal_recessive",transition,1
Usher_syndrome_type_1;Inborn_genetic_diseases,transition,31
Usher_syndrome_type_1;Inborn_genetic_diseases,transversion,7
Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Retinal_dystrophy,transition,1
"Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D",transversion,1
Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,transversion,1
Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F,transition,1
"Usher_syndrome_type_1;Inborn_genetic_diseases;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",transition,1
Usher_syndrome_type_1;MYO7A-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Usher_syndrome_type_1;MYO7A-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,transition,1
Usher_syndrome_type_1;Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,transition,1
Usher_syndrome_type_1;Optic_atrophy,transition,2
Usher_syndrome_type_1;PCDH15-related_disorder;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1D,transition,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types",transition,4
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D",transition,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;CDH23-related_disorder;Rare_genetic_deafness",transition,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Retinal_dystrophy",transition,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D",transition,2
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome;Hearing_loss,_autosomal_recessive",transition,1
Usher_syndrome_type_1;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2,transversion,1
Usher_syndrome_type_1;Rare_genetic_deafness;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,transition,1
Usher_syndrome_type_1;Rare_genetic_deafness;Usher_syndrome,transition,1
Usher_syndrome_type_1;Retinal_dystrophy,transition,1
Usher_syndrome_type_1;Retinal_dystrophy,transversion,1
Usher_syndrome_type_1;Retinal_dystrophy;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Usher_syndrome_type_1;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,transition,1
Usher_syndrome_type_1;Retinal_dystrophy;Rare_genetic_deafness,transition,1
Usher_syndrome_type_1;Retinitis_pigmentosa-deafness_syndrome;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,transition,1
Usher_syndrome_type_1;Usher_syndrome;Retinal_dystrophy,transversion,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Retinal_dystrophy,transversion,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,transition,6
Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;MYO7A-related_disorder,transversion,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Rare_genetic_deafness;MYO7A-related_disorder,transition,1
Usher_syndrome_type_1;Usher_syndrome_type_1D,transition,3
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,transition,21
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,transversion,1
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder,transversion,1
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Inborn_genetic_diseases,transition,1
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Hearing_impairment;Intellectual_disability,transition,1
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases;Pituitary_adenoma_5,_multiple_types",transversion,1
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types",transition,3
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types",transversion,3
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Inborn_genetic_diseases",transversion,2
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F,transition,1
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",transition,2
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",transversion,1
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Retinal_dystrophy",transition,1
Usher_syndrome_type_1;Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23,transition,1
Usher_syndrome_type_1;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23,transition,1
Usher_syndrome_type_1;Usher_syndrome_type_1F;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23,transversion,1
Usher_syndrome_type_1B,transition,236
Usher_syndrome_type_1B,transversion,138
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11,transition,3
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11,transversion,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;MYO7A-related_disorder;Usher_syndrome_type_1,transition,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,transition,9
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases,transition,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases,transversion,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;MYO7A-related_disorder,transition,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Inborn_genetic_diseases,transition,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;See_cases;Rare_genetic_deafness,transition,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,transversion,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1,transition,4
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Inborn_genetic_diseases,transition,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Nonsyndromic_genetic_hearing_loss,transition,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome,transition,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome,transversion,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,transition,4
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,transition,6
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,transversion,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Rare_genetic_deafness,transition,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases,transition,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases,transversion,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Meniere_disease;Autosomal_dominant_nonsyndromic_hearing_loss_11,transition,1
"Usher_syndrome_type_1B;Deafness;Hearing_loss,_autosomal_recessive",transition,1
Usher_syndrome_type_1B;Inborn_genetic_diseases,transition,14
Usher_syndrome_type_1B;Inborn_genetic_diseases,transversion,5
Usher_syndrome_type_1B;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,transition,1
Usher_syndrome_type_1B;Inborn_genetic_diseases;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome;MYO7A-related_disorder;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,transition,1
Usher_syndrome_type_1B;MYO7A-related_disorder,transition,13
Usher_syndrome_type_1B;MYO7A-related_disorder,transversion,2
Usher_syndrome_type_1B;Meniere_disease;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;MYO7A-related_disorder,transition,1
Usher_syndrome_type_1B;Rare_genetic_deafness;Hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_2;Hereditary_breast_ovarian_cancer_syndrome;MYO7A-related_disorder;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,transversion,1
Usher_syndrome_type_1B;Rare_genetic_deafness;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome,transition,1
Usher_syndrome_type_1B;Retinal_dystrophy,transition,3
Usher_syndrome_type_1B;Retinal_dystrophy,transversion,1
"Usher_syndrome_type_1B;Retinitis_pigmentosa;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Rare_genetic_deafness;Hearing_loss,_autosomal_recessive",transversion,1
